,title,link,summary,published,tags,category,credit,source,lemmatized_texts,audio
21,"Tváří se to jako sůl do koupele či hnojivo, jde ale o drogu. Čína legálně tlačí do Evropy nebezpečné látky",https://www.lidovky.cz/domov/tvari-se-to-jako-sul-do-koupele-ci-hnojivo-jde-ale-o-drogu-cina-legalne-tlaci-do-evropy-nebezpecne-l.A210823_081546_ln_domov_vag#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Před celníky se chemikálie tváří jako sůl do koupele, přitom jde o drogu. Do Evropy se stále častěji dostávají nové syntetické látky z Číny. A to dokonce legální cestou. Výrobci narkotik totiž umí velmi dobře adaptovat drogový trh a obcházet legislativu. Evropské státy každoročně aktualizují seznamy zakázaných návykových látek, Čína ale vzápětí vyrobí nové látky, jež prozatím v hledáčku policie nejsou.",2021-08-23 10:30:00,['Události - Domov'],Zprávy z domova,Profimedia.cz,lidovky.cz,"tvářit se ten jako sůl do koupel či hnojivo , jít ale o droga . Čína legálně tlačit do Evropa bezpečný látka před celník se chemikálie tvářit jako sůl do koupel , přitom jít o droga . do Evropa se stále často dostávat nový syntetický látka z Čína . a ten dokonce legální cesta . výrobce narkotikum totiž umět velmi dobře adaptovat drogový trh a obcházet legislativa . evropský stát každoročně aktualizovat seznam zakázaný návykový látka , Čína ale vzápětí vyrobit nový látka , jenž prozatím v hledáček policie být .",test
22,V obcích zasažených tornádem končí stav nebezpečí. Odejdou vojáci a tendry se vrátí k normálu,https://www.lidovky.cz/domov/stav-nebezpeci-konci-obce-tornado-vojaci-zakazky.A210823_120920_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,V jihomoravských obcích poničených červnovým tornádem končí stav nebezpečí. Znamená to pro ně odchod vojáků a obnovení veřejných zakázek standardní cestou. Dosud měly obecní úřady zadávání zakázek na opravy zjednodušené.,2021-08-23 15:08:00,['Události - Domov'],Zprávy z domova,MAFRA,lidovky.cz,v obec zasažený tornádo končit stav nebezpečí . odejít voják a tendr se vrátit k normál v jihomoravský obec poničený červnový tornádo končit stav nebezpečí . znamenat ten pro on odchod voják a obnovení veřejný zakázka standardní cesta . dosud mít obecní úřad zadávání zakázka na oprava zjednodušený .,test
23,Sněmovní komise projedná výroky prezidenta o odposleších. Dorazí i šéf BIS Koudelka,https://www.lidovky.cz/domov/snemovni-komise-bezpecnostni-informacni-sluzba-zeman-koudelka.A210823_105948_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,Sněmovní komise pro kontrolu Bezpečnostní informační služby České republiky (BIS) se sejde ve čtvrtek kvůli výrokům prezidenta Miloše Zemana. Na schůzku přijde i ředitel BIS Michal Koudelka. Informoval o tom předseda komise Pavel Bělobrádek.,2021-08-23 10:11:00,['Události - Domov'],Zprávy z domova,Michal Růžička MAFRA,lidovky.cz,sněmovní komise projednat výrok prezident o odposlech . dorazit i šéf BIS Koudelka sněmovní komise pro kontrola bezpečnostní informační služba český republika ( BIS ) se sejít v čtvrtek kvůli výrok prezident Miloš Zeman . na schůzka přijít i ředitel BIS Michal Koudelka . informovat o ten předseda komise Pavel Bělobrádek .,test
24,"PirStan si chce naklonit seniory. Slibuje minimální důchod 10 tisíc, cesty taxíkem i léky z konopí",https://www.lidovky.cz/domov/pirstan-si-chce-naklonit-seniory-chteji-minimalni-duchod-10-tisic-korun-cesty-taxikem-i-leky-z-konop.A210822_165147_ln_domov_rkj#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Bez seniorů to nejde. To je pravidlo, které se minimálně za poslední dekádu osvědčilo v české politice. Proto se této skupině voličů nemůže vyhnout ani koalice Pirátů a Starostů (PirStan). Připravila proto pro ně dokument s názvem Stříbrný program, který se serveru Lidovky.cz podařilo získat. Strany jej budou prezentovat tento týden.",2021-08-23 07:45:00,['Události - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"PirStan se chtít naklonit senior . slibovat minimální důchod 10 tisíc , cesta taxík i lék z konopí bez senior ten jít . ten být pravidlo , který se minimálně za poslední dekáda osvědčit v český politika . proto se tento skupina volič moci vyhnout ani koalice pirát a starosta ( PirStan ) . připravit proto pro on dokument s název stříbrný program , který se server Lidovky.cza podařit získat . strana on být prezentovat tento týden .",test
25,Povede Univerzitu Karlovu poprvé žena? O prestižní post se přihlásili prorektorka a bývalý děkan,https://www.lidovky.cz/domov/povede-univerzitu-karlovu-poprve-zena-o-prestizni-post-se-prihlasili-prorektorka-a-byvaly-dekan.A210823_075246_ln_domov_vag#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Ačkoli jsou ještě akademické prázdniny, do souboje o post rektora Univerzity Karlovy (UK) – podle mezinárodních žebříčků nejprestižnější české univerzity – se už veřejně hlásí dva kandidáti. Profesor Michal Stehlík, jenž osm let řídil jako děkan Filozofickou fakultu UK, a profesorka histologie a embryologie Milena Králíčková, která nyní působí jako prorektorka pro studijní záležitosti UK.",2021-08-23 07:00:00,['Události - Domov'],Zprávy z domova,CC BY-SA 4.0: Milkra. Wikimedia,lidovky.cz,"povést univerzita Karlův poprvé žena ? o prestižní post se přihlásit prorektorka a bývalý děkan ačkoli být ještě akademický prázdniny , do souboj o post rektor univerzita Karlův ( UK ) – podle mezinárodní žebříček prestižní český univerzita – se už veřejně hlásit dva kandidát . profesor Michal stehlík , jenž osm rok řídit jako děkan filozofický fakulta UK , a profesorka histologie a embryologie Milena Králíčková , který nyní působit jako prorektorka pro studijní záležitost UK .",test
26,"V neděli testy potvrdily 107 nakažených, reprodukční číslo je druhý den nižší než jedna",https://www.lidovky.cz/domov/koronavirus-pocet-nakazenych-pripady-hospitalizace-ockovani.A210823_083236_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Hygienici v neděli provedli více než 57 tisíc testů na koronavirus, pozitivních bylo 107 z nich. To je o 31 případů více než minulou neděli. Reprodukční číslo je druhý den pod hranicí jedné. Sedmidenní incidence se stále pohybuje kolem dvanácti případů na sto tisíc obyvatel. Vyplývá to z údajů ministerstva zdravotnictví.",2021-08-23 07:41:00,['Události - Domov'],Zprávy z domova,ČTK,lidovky.cz,"v neděle test potvrdit 107 nakažený , reprodukční číslo být druhý den nízký než jeden hygienik v neděle provést hodně než 57 tisíc test na koronavirus , pozitivní být 107 z on . ten být o 31 případ hodně než minulý neděle . reprodukční číslo být druhý den pod hranice jeden . sedmidenní incidence se stále pohybovat kolem dvanáct případ na sto tisíc obyvatel . vyplývat ten z údaj ministerstvo zdravotnictví .",test
27,Letošní srpen bude teplotně podprůměrný. Na konec prázdnin meteorologové předpovídají deště,https://www.lidovky.cz/domov/predpoved-pocasi-cesky-hydrometeorologicky-ustav-srpen.A210823_064037_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,Poslední týden letních prázdnin včetně posledních srpnových dnů bude chladný a deštivý. Teploty se nejvýše vyšplhají ke 23 stupňům Celsia. Celý měsíc pak bude podle údajů Českého hydrometeorologického ústavu (ČHMÚ) teplotně podprůměrný.,2021-08-23 10:16:00,['Události - Domov'],Zprávy z domova,"Martin Hlaváček, iDNES.tv iDNES.tv",lidovky.cz,letošní srpen být teplotně podprůměrný . na konec prázdniny meteorolog předpovídat déšť poslední týden letní prázdniny včetně poslední srpnový den být chladný a deštivý . teplota se vysoko vyšplhat k 23 stupeň Celsius . celý měsíc pak být podle údaj český hydrometeorologický ústav ( ČHMÚ ) teplotně podprůměrný .,test
28,"Ten, kdo tu informaci vynesl, má jít sedět, říká bývalý šéf rozvědky o Zemanovi. ‚Celé je to prezidentova hloupost‘",https://www.lidovky.cz/domov/ten-kdo-tu-informaci-vynesl-ma-jit-sedet-rika-byvaly-sef-rozvedky-o-zemanovi-cele-je-to-prezidentova.A210822_180542_ln_domov_rkj#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Roky pracoval v BIS. V letech 2004 až 2006 vedl civilní rozvědku. Generál ve výslužbě Karel Randák v rozhovoru pro Lidovky.cz popsal, jak snadno se prezident Miloš Zeman kvůli kontroverznímu spolupracovníkovi Martinu Nejedlému mohl dostat do hledáčku tajné služby. Stačilo, aby si neohlídal, od koho má mobil.",2021-08-22 16:15:00,['Události - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"ten , kdo ten informace vynést , mít jít sedět , říkat bývalý šéf rozvědka o Zeman . ‚ celý být ten prezidentův hloupost ‘ rok pracovat v BIS . v rok 2004 až 2006 vést civilní rozvědka . generál v výslužba Karel Randák v rozhovor pro Lidovky.cz popsat , jak snadno se prezident Miloš Zeman kvůli kontroverzní spolupracovník Martin Nejedlý moci dostat do hledáček tajný služba . stačit , aby se ohlídat , od kdo mít mobil .",test
29,"Mrzí mě, že mnoho lidí na zahájení festivalu nemělo respirátory, uvedl Vojtěch. Případem se zabývá hygiena",https://www.lidovky.cz/domov/mrzi-me-ze-mnoho-lidi-na-zahajeni-festivalu-nemelo-respiratory-uvedl-vojtech-pripadem-se-zabyva-hygi.A210822_153050_ln_domov_rkj#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Ministr zdravotnictví Adam Vojtěch (za ANO) v neděli vyjádřil lítost nad tím, že většina lidí neměla při zahajovacím promítání karlovarského filmového festivalu ve Velkém sále hotelu Thermal respirátor. On s manželkou ho podle svých slov měl. Incidentem by se měla zabývat krajská hygienická stanice, řekl novinářům.",2021-08-22 15:45:00,['Události - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"mrzet já , že mnoho člověk na zahájení festival mít respirátor , uvést Vojtěch . případ se zabývat hygiena ministr zdravotnictví Adam Vojtěch ( za ANO ) v neděle vyjádřit lítost nad ten , že většina člověk mít při zahajovací promítání karlovarský filmový festival v velký sál hotel Thermal respirátor . on s manželka on podle svůj slovo mít . incident být se mít zabývat krajský hygienický stanice , říci novinář .",test
30,"Žádáme ženy, aby zůstaly doma, noví bojovníci by je mohli obtěžovat, varuje Tálibán",https://www.lidovky.cz/svet/afghanistan-taliban-zeny-zahaleni-bojovnici-obtezovani.A210825_163937_ln_zahranici_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Mluvčí radikálního islamistického hnutí Tálibán Zabiulláh Mudžáhid vyzval afghánské ženy, aby raději zůstávaly doma, protože tálibánci nebyli vycvičeni, aby je respektovali. Ženy, které nemohou docházet do zaměstnání, dostanou i tak svou výplatu.",2021-08-25 14:39:37,['Události - Svět'],Zprávy ze světa,Reuters,lidovky.cz,"žádat žena , aby zůstat doma , nový bojovník být on moci obtěžovat , varovat Tálibán mluvčí radikální islamistický hnutí Tálibán Zabiulláh mudžáhid vyzvat afghánský žena , aby rád zůstávat doma , protože tálibánec být vycvičit , aby on respektovat . žena , který moci docházet do zaměstnání , dostat i tak svůj výplata .",test
31,"Studenti po jídle zmodrali. V Německu vyšetřují pokus o vraždu, do lahví s mlékem a vodou se dostal jed",https://www.lidovky.cz/svet/nemecko-otrava-univerzita-jidlo-darmstadt.A210825_133647_ln_zahranici_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Několika studentům a zaměstnancům Technické univerzity v německém Darmstadtu se náhle udělalo špatně. Ruce a nohy jim zmodraly. Policie začala incident vyšetřovat jako pokus o vraždu, podle ní byli otráveni. Motiv není jasný.",2021-08-25 11:36:00,['Události - Svět'],Zprávy ze světa,AP,lidovky.cz,"student po jídlo zmodrat . v Německo vyšetřovat pokus o vražda , do lahev s mléko a voda se dostat jed několik student a zaměstnanec technický univerzita v německý Darmstadt se náhle udělat špatně . ruka a noha on zmodrat . policie začít incident vyšetřovat jako pokus o vražda , podle on být otrávit . motiv být jasný .",test
32,"První američtí vojáci opustili Afghánistán, chtějí dodržet slíbený termín. Evakuaci to nemá ovlivnit",https://www.lidovky.cz/svet/afghanistan-usa-armada-vojaci-stahovani-evakuace-kabul-letiste.A210825_080230_ln_zahranici_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Afghánistán začali opouštět první američtí vojáci. Snížení počtu příslušníků armády podle USA zatím nemá vliv na evakuační misi. Američané mají v plánu dodržet dohodnutý termín odchodu 31. srpna. Vysoký představitel Tálibánu mulla Jakúb slíbil, že Afghánci budou moci v budoucnu svou zemi opouštět. OSN uvedla, že bude v zemi nadále působit.",2021-08-25 10:30:00,['Události - Svět'],Zprávy ze světa,Reuters,lidovky.cz,"první americký voják opustit Afghánistán , chtít dodržet slíbený termín . evakuace ten mít ovlivnit Afghánistán začít opouštět první americký voják . snížení počet příslušník armáda podle USA zatím mít vliv na evakuační mise . Američan mít v plán dodržet dohodnutý termín odchod 31 . srpen . vysoký představitel Tálibán mulla Jakúb slíbit , že Afghánec být moci v budoucno svůj země opouštět . OSN uvést , že být v země nadále působit .",test
33,"Na azyl čekat v Mexiku. Soud nařídil návrat Trumpova migračního programu, ministerstvo rozhodnutí lituje",https://www.lidovky.cz/svet/usa-migrace-program-trump-biden-obnova-soud-mexiko-azyl.A210825_070244_ln_zahranici_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,Administrativa amerického prezidenta Joea Bidena neuspěla u Nejvyššího soudu s žádostí o zablokování dřívějšího rozhodnutí soudu nižší instance. To nařizuje obnovu migračního programu předchozí vlády. Za Donalda Trumpa museli migranti z Mexika čekat na vyřízení žádostí o azyl ve Spojených státech za hranicemi.,2021-08-25 05:02:00,['Události - Svět'],Zprávy ze světa,Reuters,lidovky.cz,"na azyl čekat v Mexiko . soud nařídit návrat Trumpův migrační program , ministerstvo rozhodnutí litovat administrativa americký prezident Joe Biden uspět u vysoký soud s žádost o zablokování dřívější rozhodnutí soud nízký instance . ten nařizovat obnova migrační program předchozí vláda . za Donald Trump muset migrant z Mexiko čekat na vyřízení žádost o azyl v spojený stát za hranice .",test
34,"Lídři G7 Bidena nezlomili, stažení vojsk z Afghánistánu se posouvat nebude. Možná zůstanou Kanaďané",https://www.lidovky.cz/svet/lidri-g7-bidena-nezlomili-stazeni-vojsk-z-afghanistanu-se-posouvat-nebude-mozna-zustanou-kanadane.A210824_204412_ln_zahranici_vag#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Západ si bude muset pospíšit. Termín stažení aliančních vojsk k 31. srpnu se totiž posouvat nebude. Vyplynulo to z úterního videosummitu lídrů G7. Pomohlo nepochybně i velmi jasně formulované stanovisko radikálního islamistického hnutí Tálibán. „Naše odpověď (na oddálení odchodu vojsk) zní ne. Jinak z toho budou plynout důsledky,“ uvedl mluvčí Tálibánu Suhajl Šahín pro televizi Sky News.",2021-08-24 18:44:00,['Události - Svět'],Zprávy ze světa,Reuters,lidovky.cz,"lídr G 7 Biden zlomit , stažení vojsko z Afghánistán se posouvat být . možná zůstat Kanaďan západ se být muset pospíšit . termín stažení alianční vojsko k 31 . srpen se totiž posouvat být . vyplynout ten z úterní videosummit lídr g 7 . pomoci nepochybně i velmi jasně formulovaný stanovisko radikální islamistický hnutí Tálibán . „ můj odpověď ( na oddálení odchod vojsko ) znít ne . jinak z ten být plynout důsledek , “ uvést mluvčí Tálibán Suhajl Šahín pro televize Sky News .",test
35,"Tálibán chce vyměnit vlajku Afghánistánu. Přečtěte si, co je na ní napsáno",https://www.lidovky.cz/svet/taliban-chce-vymenit-vlajku-afghanistanu-podivejte-se-jak-by-mela-vypadat-a-co-je-na-ni-napsano.A210824_192417_ln_zahranici_vag#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,Vlajka Afghánistánu se od počátku 20. století měnila již osmnáctkrát – zřejmě častěji než v jakémkoli jiném státě na světě.,2021-08-24 18:00:00,['Události - Svět'],Zprávy ze světa,Profimedia.cz,lidovky.cz,"Tálibán chtít vyměnit vlajka Afghánistán . přečíst se , co být na on napsat vlajka Afghánistán se od počátek 20 . století měnit již osmnáctkrát – zřejmě často než v jakýkoli jiný stát na svět .",test
36,"Američané odejdou z Afghánistánu do konce srpna, potvrdil Biden. Některé země ale žádají prodloužení termínu",https://www.lidovky.cz/svet/spojene-staty-americke-afghanistan-taliban-evakuace.A210824_062631_ln_zahranici_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Americké jednotky odejdou z Afghánistánu ke 31. srpnu, jak bylo dohodnuto, rozhodl prezident Joe Biden. Bilý dům uvedl v prohlášení, že se rozhodl termín dodržet na doporučení Pentagonu, který vyjádřil obavy o bezpečnost vojáků. Některé evropské země volají po prodloužení termínu evakuací. Radikální hnutí Tálibán, jež zemi nyní vládne, však varuje, že změna termínu by byla porušením dohody.",2021-08-24 19:44:00,['Události - Svět'],Zprávy ze světa,Reuters,lidovky.cz,"Američan odejít z Afghánistán do konec srpen , potvrdit Biden . některý země ale žádat prodloužení termín americký jednotka odejít z Afghánistán k 31 . srpen , jak být dohodnout , rozhodnout prezident Joe Biden . Bilý dům uvést v prohlášení , že se rozhodnout termín dodržet na doporučení pentagon , který vyjádřit obava o bezpečnost voják . některý evropský země volat po prodloužení termín evakuace . radikální hnutí Tálibán , jenž země nyní vládnout , však varovat , že změna termín být být porušení dohoda .",test
37,Třicítka afghánských uprchlíků uvízla na bělorusko-polské hranici. Země je nechtějí pustit tam ani zpět,https://www.lidovky.cz/svet/tricitka-afghanskych-uprchliku-je-uveznena-na-hranici-beloruska-a-polska-zeme-je-nechteji-pustit-na.A210824_165159_ln_zahranici_vag#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Z jedné strany běloruská hraniční stráž, z druhé polští pohraničníci a mezi nimi pár desítek metrů čtverečních, na nichž se pod širým nebem tísní asi 30 lidí, kteří nemohou tam ani tam. Tak vypadá scéna u osady Usnarz Górny ležící na bělorusko-polské hranici – již více než dva týdny.",2021-08-24 16:30:00,['Události - Svět'],Zprávy ze světa,Reuters,lidovky.cz,"třicítka afghánský uprchlík uvíznout na bělorusko - polský hranice . země on chtít pustit tam ani zpět z jeden strana běloruský hraniční stráž , z druhý polský pohraničník a mezi on pár desítka metr čtvereční , na jenž se pod širý nebe tísnit asi 30 člověk , který moci tam ani tam . tak vypadat scéna u osada Usnarz Górna ležící na bělorusko - polský hranice – již hodně než dva týden .",test
38,Evakuují z Afghánistánu i teroristy? Britové v letadlech do Evropy odhalili podezřelé jedince,https://www.lidovky.cz/svet/afghanistan-evakuace-bezpecnostni-riziko-britanie-francie-nemecko.A210824_163207_ln_zahranici_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Velká Británie identifikovala mezi lidmi usilujícími o evakuaci z Afghánistánu několik lidí, které považovala za „přímou hrozbu“ pro její bezpečnost. Dva z nich se dostali do Evropy. Britští činitelé uvádějí, že v Kábulu dochází k pokusům dostat se na palubu letadel prostřednictvím falešných pasů. Podezřelé jedince hlásí i další evropské země.",2021-08-24 14:32:00,['Události - Svět'],Zprávy ze světa,AP,lidovky.cz,"evakuovat z Afghánistán i terorista ? Brit v letadlo do Evropa odhalit podezřelý jedinec velký Británie identifikovat mezi člověk usilující o evakuace z Afghánistán několik člověk , který považovat za „ přímý hrozba “ pro jeho bezpečnost . dva z on se dostat do Evropa . britský činitel uvádět , že v Kábul docházet k pokus dostat se na paluba letadlo prostřednictví falešný pas . podezřelý jedinec hlásit i další evropský země .",test
39,"Máme věrohodné zprávy o popravách prováděných Tálibánem, zaznívají hlasy z OSN. Vznikají údajně černé listiny",https://www.lidovky.cz/svet/osn-afghanistan-taliban-popravy-omezovani-prav-zeny.A210824_132724_ln_zahranici_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Vysoká komisařka OSN pro lidská práva Michelle Bacheletová řekla, že má věrohodné zprávy o popravách prováděných Tálibánem a o omezování práv afghánských žen. Evropská komise uvedla, že posílí humanitární pomoc pro Afghánce, ta ale bude podmíněna dodržováním lidských práv a práv žen.",2021-08-24 14:05:00,['Události - Svět'],Zprávy ze světa,Profimedia.cz,lidovky.cz,"mít věrohodný zpráva o poprava prováděný Tálibán , zaznívat hlas z OSN . vznikat údajně černý listina vysoký komisařka OSN pro lidský právo Michelle Bacheletová říci , že mít věrohodný zpráva o poprava prováděný Tálibán a o omezování právo afghánský žena . evropský komise uvést , že posílit humanitární pomoc pro Afghánec , ten ale být podmínit dodržování lidský právo a právo žena .",test
40,Trýznivá předpověď: extrémní srážky v západní Evropě mohou kvůli změnám klimatu nastat až devětkrát častěji,https://www.lidovky.cz/svet/zmeny-klimatu-zapadni-evropa-extremni-srazky-vedci-analyza.A210824_103901_ln_zahranici_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Extrémní srážky, které v západní Evropě vedou k povodním, mohou kvůli změnám klimatu nastat až devětkrát častěji. Srážky v regionu jsou nyní v důsledku oteplování způsobeného člověkem o tři až 19 procent vydatnější. Studii, která se zaměřila na souvislost mezi změnami klimatu a záplavami, zveřejnila klimatologická skupina World Weather Attribution a Evropská klimatická nadace (ECF).",2021-08-24 08:39:01,['Události - Svět'],Zprávy ze světa,Reuters,lidovky.cz,"trýznivý předpověď : extrémní srážka v západní Evropa moci kvůli změna klima nastat až devětkrát často extrémní srážka , který v západní Evropa vést k povodeň , moci kvůli změna klima nastat až devětkrát často . srážka v region být nyní v důsledek oteplování způsobený člověk o tři až 19 procento vydatný . studie , který se zaměřit na souvislost mezi změna klima a záplava , zveřejnit klimatologický skupina World Weather Attribution a evropský klimatický nadace ( ECF ) .",test
41,"Spálil transparent Black Lives Matter, šéf Proud Boys dostal pět měsíců vězení",https://www.lidovky.cz/svet/sef-americka-krajni-pravice-proud-boys.A210824_095138_ln_zahranici_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Šéfa amerického krajně pravicového uskupení Proud Boys Henryho „Enriqua“ Tarria poslal soud v pondělí na více než pět měsíců za mříže. Během loňské demonstrace na podporu exprezidenta Donalda Trumpa zničil transparent Black Lives Matter, strhl ho z černošského kostela ve Washingtonu a následně spálil. Měl u sebe také dva nelegální velkokapacitní zásobníky ke střelným zbraním.",2021-08-24 07:51:00,['Události - Svět'],Zprávy ze světa,Profimedia.cz,lidovky.cz,"spálit transparent Black Lives Matter , šéf proud Boy dostat pět měsíc vězení šéf americký krajně pravicový uskupení proud Boy Henry „ Enrique “ Tarrio poslat soud v pondělí na hodně než pět měsíc za mříž . během loňský demonstrace na podpora exprezident Donald Trump zničit transparent Black Lives Matter , strhnout on z černošský kostel v Washington a následně spálit . mít u se také dva legální velkokapacitní zásobník k střelný zbraň .",test
42,"Afghánské drama pokračuje. Zatímco USA evakuují i pomocí civilních letů, na kábulském letišti umírají lidé",https://www.lidovky.cz/svet/afghanske-drama-pokracuje-zatimco-usa-evakuuji-i-pomoci-civilnich-letu-na-kabulskem-letisti-umiraji.A210823_183653_ln_zahranici_lros#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Afghánistán má do klidu daleko. Na kábulském letišti stále přicházejí o život civilisté, kteří se mermomocí snaží utéct před radikálním islamistickým hnutím Tálibán, jež v zemi minulý týden vyhlásilo Islámský emirát Afghánistán. Spojené státy svým občanům striktně doporučily, aby se letišti vyhnuli kvůli „potenciálním bezpečnostním hrozbám“.",2021-08-23 18:55:00,['Události - Svět'],Zprávy ze světa,Profimedia.cz,lidovky.cz,"afghánský drama pokračovat . zatímco USA evakuovat i pomocí civilní let , na kábulský letiště umírat člověk Afghánistán mít do klid daleko . na kábulský letiště stále přicházet o život civilista , který se mermomocí snažit utéci před radikální islamistický hnutí Tálibán , jenž v země minulý týden vyhlásit islámský emirát Afghánistán . spojený stát svůj občan striktně doporučit , aby se letiště vyhnout kvůli „ potenciální bezpečnostní hrozba “ .",test
43,"‚Je náročné roztáhnout nohy, když jsou kolem vás lidé.‘ Na Zélandu si utahují z ministrova přeřeku",https://www.lidovky.cz/svet/novy-zeland-ministr-chris-hipkins-covid-roztahni-nohy.A210823_204454_ln_zahranici_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Osvobozující smích v tíživé době covidu nechtěně vyvolal novozélandský ministr školství Chris Hipkins. Ten během pandemie dostal na starost i boj s covidem a když o víkendu občany nabádal k dodržování rozestupů, místo slovního spojení „protáhnout si nohy“ zmínil „roztahování nohou“. Sám si brzy uvědomil, že se lechtivý přeřek stane zdrojem vtipů.",2021-08-23 18:44:54,['Události - Svět'],Zprávy ze světa,Profimedia.cz,lidovky.cz,"‚ být náročný roztáhnout noha , když být kolem ty člověk . ‘ na Zéland se utahovat z ministrův přeřek osvobozující smích v tíživý doba covid chtěně vyvolat novozélandský ministr školství Chris Hipkins . ten během pandemie dostat na starost i boj s covid a když o víkend občan nabádat k dodržování rozestup , místo slovní spojení „ protáhnout se noha “ zmínit „ roztahování noha “ . sám se brzy uvědomit , že se lechtivý přeřek stát zdroj vtip .",test
44,Němci vykupují figurku Merkelové. Dřevěné kancléřce nechybí typické gesto,https://www.lidovky.cz/svet/angela-merkelova-nemecko-figurka.A210823_185010_ln_zahranici_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Na německé straně Krušných hor vyrábějí dřevěnou figurku se zrzavými vlasy, barevným kostýmkem a založenýma rukama. Její předlohou není nikdo jiný než německá kancléřka Angela Merkelová. A první várka už je pryč. Ručně vyrobených tři sta kusů Němci vykoupili během pouhých pár dní. Merkelová, jež zemi vede šestnáct let, za pár týdnů definitivně opustí politiku.",2021-08-23 16:50:00,['Události - Svět'],Zprávy ze světa,Sächsische.de,lidovky.cz,"Němec vykupovat figurka Merkelová . dřevěný kancléřka chybět typický gesto na německý strana krušný hora vyrábět dřevěný figurka s zrzavý vlas , barevný kostýmek a založený ruka . jeho předloha být nikdo jiný než německý kancléřka Angela Merkelová . a první várka už být pryč . ručně vyrobený tři sto kus Němec vykoupit během pouhý pár den . Merkelová , jenž země vést šestnáct rok , za pár týden definitivně opustit politika .",test
45,"Tchaj-wan začal očkovat vlastní vakcínou. Slibuje si, že by mohla fungovat vůči mutacím",https://www.lidovky.cz/svet/tchaj-wan-zacal-ockovat-vlastni-vakcinou-zatim-ma-jen-nouzove-schvaleni-zeme-si-od-ni-ale-hodne-slib.A210823_155330_ln_zahranici_lros#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Tchaj-wan se stal dalším státem světa, který začal své občany očkovat vlastní vakcínou proti koronaviru. Mezi prvními, kteří ji dostali, byla prezidentka země Cchaj Jing-wen.",2021-08-23 15:00:00,['Události - Svět'],Zprávy ze světa,Reuters,lidovky.cz,"Tchaj-wan začít očkovat vlastní vakcína . slibovat se , že být moci fungovat vůči mutace Tchaj-wan se stát další stát svět , který začít svůj občan očkovat vlastní vakcína proti koronavirus . mezi první , který on dostat , být prezidentka země Cchaj Jing - wen .",test
