,title,link,summary,published,tags,category,credit,source,lemmatized_texts,audio
60,"Velkokapacitní očkovaní centrum v Brně zavře, na výstavišti dostanou přednost veletrhy",https://www.lidovky.cz/domov/vystaviste-ockovani-centrum-brno-fakultni-nemocnice-covid.A210809_112122_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Velkokapacitní centrum na brněnském výstavišti, které se otevřelo jako první v Česku, na konci srpna přestane fungovat. Očkování proti covidu se přesune do Fakultní nemocnice Brno, kde budou připravení podat denně dávku až 1500 lidem.",2021-08-09 09:21:22,['Události - Domov'],Zprávy z domova | Lidovky.cz,MAFRA,denikn.cz,"velkokapacitní očkovaný centrum v Brno zavřít , na výstaviště dostat přednost veletrh velkokapacitní centrum na brněnský výstaviště , který se otevřít jako první v česko , na konec srpen přestat fungovat . očkování proti covid se přesunout do fakultní nemocnice Brno , kde být připravený podat denně dávka až 1500 člověk .",test
61,Babišův návrh na výběr šéfa BIS projedná vláda. Premiér chce rozhodnutí nechat až na kabinetu po volbách,https://www.lidovky.cz/domov/schuzka-babis-hamacek-o-vedeni-bis.A210809_100947_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Návrh premiéra Andreje Babiše, že by nového šéfa BIS měla jmenovat až vláda po volbách, posoudí od 15 hodin mimořádně vláda, která bude jednat online. „Je to jeho kompetence,“ komentoval Babišův postoj po jednání v Hrzánském paláci vicepremiér, ministr vnitra a šéf ČSSD Jan Hamáček. V půli srpna končí mandát Michalu Koudelkovi.",2021-08-09 08:18:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,MAFRA,denikn.cz,"Babišův návrh na výběr šéf BIS projednat vláda . premiér chtít rozhodnutí nechat až na kabinet po volba návrh premiér Andrej Babiš , že být nový šéf BIS mít jmenovat až vláda po volba , posoudit od 15 hodina mimořádně vláda , který být jednat online . „ být ten jeho kompetence , “ komentovat Babišův postoj po jednání v Hrzánský palác vicepremiér , ministr vnitro a šéf ČSSD Jan Hamáček . v půle srpen končit mandát Michal Koudelka .",test
62,"Reprodukční číslo překročilo klíčovou hranici, zvýšila se i sedmidenní incidence. V neděli přibylo 103 nakažených",https://www.lidovky.cz/domov/koronavirus-pocet-nakazenych-pripady-hospitalizace-ockovani.A210809_090519_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Testy v neděli odhalily 103 nových případů koronaviru, o 26 více než před týdnem. Reprodukční číslo, jež je nad hodnotou jedna, dále vzrostlo, zvýšila se také sedmidenní incidence. V nemocnicích je 48 nakažených covidem. Vyplývá to z údajů ministerstva zdravotnictví.",2021-08-09 07:05:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,Shutterstock,denikn.cz,"reprodukční číslo překročit klíčový hranice , zvýšit se i sedmidenní incidence . v neděle přibýt 103 nakažený Testa v neděle odhalit 103 nový případ koronavirus , o 26 hodně než před týden . reprodukční číslo , jenž být nad hodnota jeden , dále vzrůst , zvýšit se také sedmidenní incidence . v nemocnice být 48 nakažený covidem . vyplývat ten z údaj ministerstvo zdravotnictví .",test
63,"Česko v týdnu čeká tropický den, studená fronta udeří znenadála. Místy sprchne nebo zabouří",https://www.lidovky.cz/domov/predpoved-pocasi-cesky-hydrometeorologicky-ustav-leto-tropy.A210809_073342_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Po víkendu, kdy se Českem prohnaly silné bouřky, nás čeká týden s letními teplotami a jen ojedinělým výskytem srážek. Teploty se nejvýše vyšplhají v pátek, kdy překonají hranici 30 stupňů Celsia, Česko tedy čeká tropický den. Vyplývá to z předpovědi Českého hydrometeorologického ústavu.",2021-08-09 05:33:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,Profimedia.cz,denikn.cz,"Česko v týden čekat tropický den , studený fronta udeřit znenadála . místy sprchnout nebo zabouřit po víkend , kdy se Česko prohnat silný bouřka , já čekat týden s letní teplota a jen ojedinělý výskyt srážka . teplota se vysoko vyšplhat v pátek , kdy překonat hranice 30 stupeň Celsius , Česko tedy čekat tropický den . vyplývat ten z předpověď český hydrometeorologický ústav .",test
64,"Influenceři musí viditelně přiznat úpravu fotek, norský nápad zaujal české poslance",https://www.lidovky.cz/domov/influenceri-v-norsku-musi-viditelne-priznat-upravu-fotek-oznaceni-retuse-nevadi-ani-ceskym-poslancum.A210809_002118_ln_domov_tmr#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Nový norský zákon nutí influencery přiznat, že upravují své fotografie. Podobnému návrhu se nebrání ani někteří čeští poslanci. S bojem proti poruchám příjmu potravy by zákon mohl pomoci i dle expertů.",2021-08-09 03:00:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,Instagram @bermudaisbae,denikn.cz,"influenceři muset viditelně přiznat úprava fotka , norský nápad zaujmout český poslanec nový norský zákon nutit influencer přiznat , že upravovat svůj fotografie . podobný návrh se bránit ani některý český poslanec . s boj proti porucha příjem potrava být zákon moci pomoci i dle expert .",test
65,"Mazlíček jako covidový strašák. Největší riziko dnešní pandemie je nákaza zvířete, a pak člověka, říká vakcinolog",https://www.lidovky.cz/domov/injekci-proti-covidu-i-zviratum-vakcinolog-petras-varuje-pred-moznymi-promenami-viru.A210808_215734_ln_domov_tmr#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Původně zvířecí koronavirus se postupně přizpůsobuje člověku a přestává být vůči lidem tak agresivní. „Největší riziko, jež by v rámci stávající pandemie teď mohlo nastat, je, kdyby nynější koronavirus přešel zpátky na zvíře, znovu tam cirkuloval a vrátil se zase na člověka. Obdržel by totiž nové znaky, které by mohly překonat stávající ochranu či imunitu,“ říká vakcinolog Marek Petráš, přednosta Ústavu epidemiologie a biostatistiky 3. lékařské fakulty Univerzity Karlovy.",2021-08-09 03:00:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,Getty Images,denikn.cz,"mazlíček jako covidový strašák . velký riziko dnešní pandemie být nákaza zvíře , a pak člověk , říkat vakcinolog původně zvířecí koronavirus se postupně přizpůsobovat člověk a přestávat být vůči člověk tak agresivní . „ velký riziko , jenž být v rámec stávající pandemie teď moci nastat , být , kdyby nynější koronavirus přejít zpátky na zvíře , znovu tam cirkulovat a vrátit se zase na člověk . obdržet být totiž nový znak , který být moci překonat stávající ochrana či imunita , “ říkat vakcinolog Marek Petráš , přednosta ústav epidemiologie a biostatistika 3 . lékařský fakulta univerzita Karlův .",test
66,"O vedení BIS by měla rozhodnout až příští vláda, řekl Babiš. Služba podle něj nefunguje na základě jednoho člověka",https://www.lidovky.cz/domov/babis-reditel-bis-nova-vlada-rozhodnout.A210808_225630_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Premiér Andrej Babiš si myslí, že o šéfovi Bezpečnostní informační služby by měla rozhodnout nová vláda vzešlá z říjnových voleb. Řekl to v neděli v České televizi. Současnému řediteli BIS Michalu Koudelkovi končí pětileté funkční období v půli srpna.",2021-08-08 20:56:30,['Události - Domov'],Zprávy z domova | Lidovky.cz,MAFRA,denikn.cz,"o vedení BIS být mít rozhodnout až příští vláda , říci Babiš . služba podle on fungovat na základ jeden člověk premiér Andrej Babiš se myslit , že o šéf bezpečnostní informační služba být mít rozhodnout nový vláda vzešlý z říjnový volba . říci ten v neděle v český televize . současný ředitel BIS Michal Koudelka končit pětiletý funkční období v půle srpen .",test
67,"O uznávání protilátek a třetí dávce očkování se rozhodne do konce srpna, uvedl Babiš",https://www.lidovky.cz/domov/o-uznavani-protilatek-a-treti-davce-ockovani-se-rozhodne-do-konce-srpna-uvedl-babis.A210808_192603_ln_domov_tmr#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Do konce srpna se podle premiéra Andreje Babiše (ANO) rozhodne o možném uznávání protilátek na covid-19 jako dokladu bezinfekčnosti i o případném podávání třetí dávky očkování starším lidem. Babiš v neděli ve videu zveřejněném na sociálních sítích uvedl, že k tomu má být zpracována klinická studie v Moravskoslezském a v Ústeckém kraji a má se konat odborný kulatý stůl, který má moderovat.",2021-08-08 17:26:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,Adolf Horsinka MAFRA,denikn.cz,"o uznávání protilátka a třetí dávka očkování se rozhodnout do konec srpen , uvést Babiš do konec srpen se podle premiér Andrej Babiš ( ano ) rozhodnout o možný uznávání protilátka na covid - 19 jako doklad bezinfekčnost i o případný podávání třetí dávka očkování starý člověk . Babiš v neděle v video zveřejněný na sociální síť uvést , že k ten mít být zpracovat klinický studie v moravskoslezský a v ústecký kraj a mít se konat odborný kulatý stůl , který mít moderovat .",test
68,"Koho do čela kontrarozvědky? Babišovi bych doporučil Koudelku, radí člen komise k BIS z hnutí ANO",https://www.lidovky.cz/domov/koho-do-cela-rozvedky-babisovi-bych-doporucil-koudelku-radi-clen-komise-k-bis.A210808_144933_ln_domov_tmr#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Lavírování, srabáctví, ústupek Hradu. Taková slova v pátek padala v reakci na to, že premiér Andrej Babiš (ANO) zvažuje variantu, že mandát současného ředitele Bezpečnostní informační služby (BIS) Michala Koudelky nechá doběhnout – vyprší 15. srpna – a nikoho místo něj do čela tajné služby nejmenuje.",2021-08-08 13:25:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,MF DNES,denikn.cz,"kdo do čelo kontrarozvědka ? Babiš být doporučit Koudelka , radit člen komise k BIS z hnutí ano lavírování , srabáctví , ústupek hrad . takový slovo v pátek padat v reakce na ten , že premiér Andrej Babiš ( ANO ) zvažovat varianta , že mandát současný ředitel bezpečnostní informační služba ( BIS ) Michal Koudelka nechat doběhnout – vypršet 15 . srpen – a nikdo místo on do čelo tajný služba jmenovat .",test
69,"Babiše kříže na náměstí mrzely, řekla Schillerová. Otázka vkusu, který premiér postrádá, opáčil Fiala",https://www.lidovky.cz/domov/diskuze-partie-terezie-tomankove-cnn-prima-news-schillerova-fiala.A210808_123830_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Ministryně financí a vicepremiérka Alena Schillerová prohlásila, že premiéra Andreje Babiše křížky na náměstí zamrzely. Stalo se tak na sobotním předvolebním mítinku v Průhonicích, kdy na dlažbu spolek Milion chvilek nastříkal bílé kříže jako symbol obětí epidemie covidu. Předseda ODS Petr Fiala by po nich nešlapal, řekl v diskuzi.",2021-08-08 10:38:30,['Události - Domov'],Zprávy z domova | Lidovky.cz,MAFRA,denikn.cz,"Babiš kříž na náměstí mrzet , říci Schillerová . otázka vkus , který premiér postrádat , opáčit Fiala ministryně finance a vicepremiérka Alena Schillerová prohlásit , že premiéra Andrej Babiš křížek na náměstí zamrzet . stát se tak na sobotní předvolební mítink v Průhonice , kdy na dlažba spolek milión chvilka nastříkat bílý kříž jako symbol oběť epidemie covid . předseda ODS Petr Fiala být po on šlapat , říci v diskuse .",test
70,Vlaky v Praze stopla bouřka. Kvůli dešti se sesunul svah do kolejiště,https://www.lidovky.cz/domov/vlak-dest-dejvice-svah-pocasi.A210808_103115_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,Kvůli nočnímu vydatnému dešti v neděli nejezdily vlaky mezi stanicemi Praha-Veleslavín a Praha-Masarykovo nádraží. V ulici U Dráhy v Praze 6 se totiž sesunula část svahu do kolejiště. Provoz se podařilo obnovit v poledne.,2021-08-08 10:19:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,Twitter Hasiči Praha,denikn.cz,vlak v Praha stopnout bouřka . kvůli déšť se sesunout svah do kolejiště kvůli noční vydatný déšť v neděle jezdit vlak mezi stanice Praha - Veleslavín a Praha - Masarykův nádraží . v ulice u dráha v Praha 6 se totiž sesunout část svah do kolejiště . provoz se podařit obnovit v poledne .,test
71,"Covidová situace v Česku se horší, číslo R už je nad jedničkou. V sobotu přibylo 152 nakažených",https://www.lidovky.cz/domov/koronavirus-statistiky-prirustky-ministerstvo-zdravotnictvi-covid.A210808_102552_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Laboratoře v sobotu v Česku zachytily 152 případů nákazy koronavirem, jde o nárůst o 36 pozitivních výsledků proti minulému týdnu. V nemocnici je s nemocí momentálně hospitalizovaných 52 pacientů. Reprodukční číslo stouplo po několika dnech nad jedničku. Vyplývá to z dat ministerstva zdravotnictví.",2021-08-08 08:25:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,Pixabay.com/enriquelopezgarre,denikn.cz,"Covidový situace v Česko se špatný , číslo r už být nad jednička . v sobota přibýt 152 nakažený laboratoř v sobota v Česko zachytit 152 případ nákaza koronavirus , jít o nárůst o 36 pozitivní výsledek proti minulý týden . v nemocnice být s nemoc momentálně hospitalizovaný 52 pacient . reprodukční číslo stoupnout po několik den nad jednička . vyplývat ten z datum ministerstvo zdravotnictví .",test
72,Za hodinu napršelo 37 litrů na čtvereční metr. Jižní Čechy zasáhly během noci ze soboty na neděli silné bouřky,https://www.lidovky.cz/domov/bourky-nasledky-srazkove-uhrny-vyjezdy-hasicu-jih-ceska.A210808_071157_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Jižní Čechy zasáhly během noci ze soboty na neděli bouřky. Nejvydatnější srážky naměřili meteorologové na stanici Strakonice, Nové Strakonice v povodí Otavy, kde za 24 hodin spadlo 46,4 milimetru. Hladiny řek se ale výrazně nezvedaly. Hasiči na jihu vyjížděli k více než 50 událostem, hlavně k popadaným stromům. Výjezdy měli také středočeští hasiči a kolegové na východě Čech, kde vítr zvedal střechy.",2021-08-08 07:53:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,Twitter Hasiči Jihomoravský kraj,denikn.cz,"za hodina napršet 37 litr na čtvereční metr . jižní Čechy zasáhnout během noc z sobota na neděle silný bouřka jižní Čechy zasáhnout během noc z sobota na neděle bouřka . vydatný srážka naměřit meteorolog na stanice Strakonice , nový Strakonice v povodí Otava , kde za 24 hodina spadnout 46,4 milimetr . hladina řeka se ale výrazně zvedat . hasič na jih vyjíždět k hodně než 50 událost , hlavně k popadaný strom . výjezd mít také středočeský hasič a kolega na východ Čechy , kde vítr zvedat střecha .",test
73,"Exkluzivní data z Česka: VZP platí za alkoholiky ročně stovky milionů, kokain způsobuje zvláštní anomálii",https://www.lidovky.cz/domov/exkluzivni-data-lecba-alkoholiku-v-cesku-stoji-vic-a-vic-kokain-zpusobuje-zvlastni-anomalii.A210807_190012_ln_domov_tmr#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Více než 1,1 miliardy korun putovalo loni z veřejného zdravotního pojištění na léčbu závislostí téměř 50 tisíc Čechů na návykových látkách. Vyplývá to z dat Všeobecné zdravotní pojišťovny (VZP), která Lidovky.cz získaly.",2021-08-08 03:00:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,Shutterstock,denikn.cz,"exkluzivní data z Česko : VZP platit za alkoholik ročně stovka milión , kokain způsobovat zvláštní anomálie hodně než 1,1 miliarda koruna putovat vloni z veřejný zdravotní pojištění na léčba závislost téměř 50 tisíc Čech na návykový látka . vyplývat ten z datum všeobecný zdravotní pojišťovna ( VZP ) , který Lidovky.cz získat .",test
74,"‚Tím, koho milujeme, nikomu neubližujeme.‘ Prahou prošel průvod na podporu sexuálních menšin",https://www.lidovky.cz/domov/praha-pruvod-lesby-gay-homosexual-queer-prague-pride.A210807_194425_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Několik stovek lidí prošlo v sobotu odpoledne Prahou v průvodu za práva sexuálních menšin. Cílem akce, kterou pořádala skupina Reclaim Pride, byla nejen podpora leseb, gayů, bisexuálů a translidí, ale zejména všech queers, tedy těch, kteří nejsou heterosexuální a jejich genderová identita neodpovídá pohlaví, s jakým se narodili.",2021-08-07 17:44:25,['Události - Domov'],Zprávy z domova | Lidovky.cz,ČTK,denikn.cz,"‚ ten , kdo milovat , nikdo ubližovat . ‘ Praha projít průvod na podpora sexuální menšina několik stovka člověk projít v sobota odpoledne Praha v průvod za právo sexuální menšina . cíl akce , který pořádat skupina Reclaim Pride , být nejen podpora lesba , gay , bisexuál a transčlověk , ale zejména všechen queer , tedy ten , který být heterosexuální a jeho genderový identita odpovídat pohlaví , s jaký se narodit .",test
75,"Vajíčkový útok na Babiše. Premiér se před demonstranty schoval v blízké restauraci, zasahovala policie",https://www.lidovky.cz/domov/babis-kampan-volby-zmrzlina-lide-krizky-pruhonice-pandemie-covid.A210807_131253_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Předvolební akce premiéra Andreje Babiše v Průhonicích skončila předčasně. Dorazily na ni desítky odpůrců očkování i politiky současné vlády. Jeden z protestujících z davu po premiérovi hodil vejce. Babiš nakonec odešel do nedaleké restaurace, kde jej zvenku hlídali těžkooděnci, a na mítink se již nevrátil. Policisté při protestech zadrželi dva muže, podezírají je z přestupku.",2021-08-07 16:48:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,MAFRA,denikn.cz,"vajíčkový útok na Babiš . premiér se před demonstrant schovat v blízký restaurace , zasahovat policie předvolební akce premiér Andrej Babiš v Průhonice skončit předčasně . dorazit na on desítka odpůrce očkování i politika současný vláda . jeden z protestující z dav po premiér hodit vejce . Babiš nakonec odejít do daleký restaurace , kde on zvenku hlídat těžkooděnec , a na mítink se již vrátit . policista při protest zadržet dva muž , podezírat on z přestupek .",test
76,"Golfský proud je na pokraji kolapsu. Zhroucení by mělo katastrofické dopady, varují vědci",https://www.lidovky.cz/domov/golfsky-proud-je-na-pokraji-kolapsu-zhrouceni-by-melo-katastroficke-dopady-varuji-vedci-pred-zmenou.A210807_125414_ln_domov_tmr#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Systému mořských proudů v Atlantském oceánu hrozí kolaps. Patří mezi ně i Golfský proud, který ovlivňuje klima na celé planetě a přináší teplou vodu k Evropě. Vyplývá to ze studie publikované ve vědeckém časopise Nature, o které informoval list The Guardian",2021-08-07 10:54:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,Reuters,denikn.cz,"golfský proud být na pokraj kolaps . zhroucení být mít katastrofický dopad , varovat vědec systém mořský proud v atlantský oceán hrozit kolaps . patřit mezi on i golfský proud , který ovlivňovat klima na celý planeta a přinášet teplý voda k Evropa . vyplývat ten z studie publikovaný v vědecký časopis Nature , o který informovat list the Guardian",test
77,"Sestry by si zasloužily rentu, říká prezidentka jejich asociace. O profesi roste zájem i mezi chlapci",https://www.lidovky.cz/domov/sestry-by-si-zaslouzily-rentu-rika-prezidentka-jejich-asociace-o-profesi-roste-zajem-i-mezi-chlapci.A210807_121756_ln_domov_tmr#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Pro práci zdravotní sestry či zdravotního bratra je nezbytná láska k druhým. Není to práce typu „od – do“. Aby se teprve čtrnáctiletí rozhodovali pro tohle náročné a zodpovědné povolání, je příliš brzy, říká v rozhovoru pro Lidovky.cz Martina Šochmanová, prezidentka České asociace sester, náměstkyně ředitele pro ošetřovatelskou péči a kvalitu a též hlavní sestra IKEM.",2021-08-07 10:40:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,Depositphotos,denikn.cz,"sestra být se zasloužit renta , říkat prezidentka jeho asociace . o profese růst zájem i mezi chlapec pro práce zdravotní sestra či zdravotní bratr být zbytný láska k druhý . být ten práce typ „ od – do “ . aby se teprve čtrnáctiletý rozhodovat pro tenhle náročný a zodpovědný povolání , být příliš brzy , říkat v rozhovor pro Lidovky.cz Martina Šochmanová , prezidentka český asociace sestra , náměstkyně ředitel pro ošetřovatelský péče a kvalita a též hlavní sestra IKEM .",test
78,"Bouřkový pás se potáhne od Šumavy, varují meteorologové. Povodňová výstraha o víkendu platí i pro Prahu",https://www.lidovky.cz/domov/vystraha-chmu-povodne-bourky-silny-vitr.A210807_120234_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Bouřky, které se večer a v noci na neděli proženou Českem, budou velmi silné. Meteorologové upravili svou páteční výstrahu. Zvedat by se mohly i hladiny řek. Bouřkový pás přijde od Šumavy a bude se přesouvat přes střední Čechy až do Krkonoš. Doprovázet ho bude také silný vítr, který v nárazech může dosáhnout rychlosti až 90 kilometrů v hodině.",2021-08-07 10:02:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,ČHMÚ,denikn.cz,"bouřkový pás se potáhnout od Šumava , varovat meteorolog . povodňový výstraha o víkend platit i pro Praha bouřka , který se večer a v noc na neděle prohnat Česko , být velmi silný . meteorolog upravit svůj páteční výstraha . zvedat být se moci i hladina říci . bouřkový pás přijít od Šumava a být se přesouvat přes střední Čechy až do Krkonoše . doprovázet on být také silný vítr , který v náraz moci dosáhnout rychlost až 90 kilometr v hodina .",test
79,"Číslo R stouplo, přesto se stále drží pod jedničkou. V pátek přibylo 147 nových případů",https://www.lidovky.cz/domov/koronavirus-statistiky-covid-ministerstvo-zdravotnictvi.A210807_104711_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"V Česku v pátek přibylo v mezitýdenním srovnání zhruba o desítku více potvrzených případů koronaviru. Laboratoře jich odhalily 147, minulý pátek to bylo 139. Reprodukční číslo ukazující, kolik dalších lidí nakazí jeden pozitivně testovaný, nepatrně stouplo na 0,93. Téměř tři týdny se drží pod hodnotou jedna, což znamená zpomalování epidemie.",2021-08-07 08:47:11,['Události - Domov'],Zprávy z domova | Lidovky.cz,ČTK,denikn.cz,"číslo r stoupnout , přesto se stále držet pod jednička . v pátek přibýt 147 nový případ v Česko v pátek přibýt v mezitýdenní srovnání zhruba o desítka hodně potvrzený případ koronavirus . laboratoř on odhalit 147 , minulý pátek ten být 139 . reprodukční číslo ukazující , kolik další člověk nakazit jeden pozitivně testovaný , patrně stoupnout na 0,93 . téměř tři týden se držet pod hodnota jeden , což znamenat zpomalování epidemie .",test
80,"Česko pomůže Řecku s požáry, vyšle konvoj 15 vozidel a 36 hasičů",https://www.lidovky.cz/domov/recko-pozary-pomoc-hasici-cesko-hzs-twitter.A210806_222058_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Česká republika pomůže Řecku, které se potýká s rozsáhlými lesními požáry. V sobotu vyrazí do této středomořské země konvoj 15 vozidel a 36 hasičů. Informoval o tom v pátek večer na Twitteru Hasičský záchranný sbor ČR.",2021-08-06 20:20:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,ČTK,denikn.cz,"Česko pomoci Řecko s požár , vyslat konvoj 15 vozidlo a 36 hasič český republika pomoci Řecko , který se potýkat s rozsáhlý lesní požár . v sobota vyrazit do tento středomořský země konvoj 15 vozidlo a 36 hasič . informovat o ten v pátek večer na Twitter hasičský záchranný sbor ČR .",test
81,"Ke jmenování šéfa BIS se poslanci sejdou v pátek třináctého, schůzi prosadila koalice Spolu",https://www.lidovky.cz/domov/reditel-bis-jmenovani-mimoradne-hlasovani-poslanci-patek-13-srpen.A210806_212942_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,Ke jmenování ředitele Bezpečnostní informační služby (BIS) se mají poslanci sejít v pátek 13. srpna. Mimořádnou schůzi v pátek svolal předseda Sněmovny Radek Vondráček (ANO).,2021-08-06 19:29:42,['Události - Domov'],Zprávy z domova | Lidovky.cz,MAFRA,denikn.cz,"k jmenování šéf BIS se poslanec sejít v pátek třináctý , schůze prosadit koalice spolu k jmenování ředitel bezpečnostní informační služba ( BIS ) se mít poslanec sejít v pátek 13 . srpen . mimořádný schůze v pátek svolat předseda sněmovna Radek Vondráček ( ano ) .",test
82,Konec kojeneckých ústavů. O návrhu se mezi poslanci rozhořela vášnivá debata,https://www.lidovky.cz/domov/konec-kojeneckych-ustavu-o-navrhu-se-rozhorela-vasniva-debata-novelu-mohou-stopnout-jeste-senatori.A210806_135341_ln_domov_tmr#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Odměny pěstounů zřejmě vzrostou a budou se odvíjet od minimální mzdy. Zvýší se také státní příspěvky na dítě pro klokánky a podobné azylové domy. Ve vládní novele o sociálně-právní ochraně dětí to schválila sněmovna hlasy 99 ze 113 přítomných poslanců. Na návrh skupiny zákonodárců v čele s Pirátkou Olgou Richterovou dolní komora předlohou prakticky zrušila takzvané kojenecké ústavy, když do budoucna stanovila až na výjimky věkovou hranici tři roky pro umísťování dětí do ústavní péče. Novelu nyní dostanou k posouzení senátoři.",2021-08-06 17:47:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,Josef Vostárek   MAFRA,denikn.cz,"konec kojenecký ústav . o návrh se mezi poslanec rozhořet vášnivý debata odměna pěstoun zřejmě vzrůst a být se odvíjet od minimální mzda . zvýšit se také státní příspěvek na dítě pro klokánek a podobný azylový dům . v vládní novela o sociálno - právní ochrana dítě ten schválit sněmovna hlas 99 z 113 přítomný poslanec . na návrh skupina zákonodárce v čelo s pirátka Olga Richterová dolní komora předloha prakticky zrušit takzvaný kojenecký ústav , když do budoucno stanovit až na výjimka věkový hranice tři rok pro umísťování dítě do ústavní péče . novela nyní dostat k posouzení senátor .",test
83,Čechům se zpřísní návrat z Madeiry nebo Monaka. Neočkované čeká samoizolace a test,https://www.lidovky.cz/domov/mapa-cestovatele-island-estonsko-madeira-vysoke-riziko-nakazy.A210806_172729_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Od pondělí bude pro české turisty obtížnější návrat z Islandu, Estonska a Madeiry. Na takzvané mapě cestovatele se přesunou z oranžové do červené kategorie značící vysokou míru rizika nákazy koronavirem. Velmi rizikové bude Monako. Polepší si Dánsko, Nizozemsko a Lucembursko. Změny budou i u dalších států, nemají však vliv na režim při příjezdu do Česka.",2021-08-06 15:27:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,MAFRA,denikn.cz,"Čech se zpřísnět návrat z Madeira nebo Monako . očkovaný čekat samoizolace a test od pondělí být pro český turista obtížný návrat z Island , Estonsko a Madeira . na takzvaný mapa cestovatel se přesunout z oranžový do červený kategorie značící vysoký míra riziko nákaza koronavirus . velmi rizikový být Monako . polepšit se Dánsko , Nizozemsko a Lucembursko . změna být i u další stát , mít však vliv na režim při příjezd do Česko .",test
84,"Česko zasáhnou silné bouřky, varování se týká i Prahy. Pás se potáhne od jihu až po sever",https://www.lidovky.cz/domov/cesky-hydrometeorologicky-ustav-chmi-vystraha-pocasi-bourky.A210806_134543_ln_domov_kov#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,Přes část Čech se ze soboty na neděli přeženou bouřky doprovázené nárazy větru kolem 75 kilometrů v hodině a přívalovými srážkami až 40 milimetrů. Vyplývá to z aktuální výstrahy Českého hydrometeorologického ústavu.,2021-08-06 11:45:00,['Události - Domov'],Zprávy z domova | Lidovky.cz,ČHMÚ,denikn.cz,"Česko zasáhnout silný bouřka , varování se týkat i Praha . pás se potáhnout od jih až po sever přes část Čechy se z sobota na neděle přehnat bouřka doprovázený náraz vítr kolem 75 kilometr v hodina a přívalový srážka až 40 milimetr . vyplývat ten z aktuální výstraha český hydrometeorologický ústav .",test
