title,link,summary,published,tags,category,credit,source
"Nutrie jsou škodná a šíří nemoci. Navíc si lidé myslí, že krmí mláďátka, ale mohou to být potkani",https://www.lidovky.cz/domov/nutrie-jsou-skodna-a-siri-nemoci-navic-lide-si-mysli-ze-krmi-mladatka-ale-mohou-to-byt-potkani.A210616_095605_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Na českých náplavkách se objevily nové gangy. Macatější z jeho členů mají klidně k deseti kilům, tělo o velikosti batolete a ocas zvící až půlmetru. Rodina hlodavců zpravidla nepatří k těm, na něž by člověk pohlížel mazlivě, ale nutriím se podařilo tabu prolomit.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=10, tm_min=19, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
Prezident Zeman u soudu hájil privatizaci Mostecké uhelné. Výslech narušil výtržník,https://www.lidovky.cz/domov/prezident-zeman-u-soudu-hajil-privatizaci-mostecke-uhelne-neslo-o-strategickou-firmu-tvrdi.A210616_121224_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Prezident Miloš Zeman ve středu při svědecké výpovědi u soudu hájil prodej státního podílu v Mostecké uhelné společnosti (MUS), který v roce 1999 schválila jeho vláda. MUS podle něj nebyla strategickou společností a vláda byla ráda, že se menšinového podílu zbaví. Obžaloba tvrdí, že manažeři MUS stát při prodeji podvedli, protože Zemanův kabinet nevěděl, že skutečným nabyvatelem akcií firmy budou právě oni. Výslech prezidenta Zemana narušil muž, který vtrhl do jednací síně a dožadoval se u něj zastání kvůli odebrání dětí. Vyvedla ho stráž.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=10, tm_min=14, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
"Informujte do konce června ředitele škol o plánu pro příští rok, vyzval Plagu opoziční Anticovid tým",https://www.lidovky.cz/domov/informujte-do-konce-cervna-reditele-skol-o-planu-pro-pristi-rok-vyzval-plagu-opozicni-anticovid-tym.A210616_105050_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Opoziční Anticovid tým vyzval ministerstvo školství, aby nejpozději do 30. června ředitele škol informovalo o plánu pro příští školní rok. Resort by měl připravit několik variant dalšího postupu vzhledem k možné koronavirové situaci, řekl na středeční tiskové konferenci ve Sněmovně poslanec KDU-ČSL Marek Výborný. Vnést jasno by mělo také ministerstvo zdravotnictví do testování na letních táborech, uvedl místopředseda ODS Martin Kupka.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=10, tm_min=4, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
Jak budou letos učitelé hodnotit žáky? Většina známek z distanční výuky není příliš vypovídající,https://www.lidovky.cz/domov/jak-budou-letos-ucitele-hodnotit-zaky-vetsina-znamek-z-distancni-vyuky-neni-prilis-vypovidajici.A210615_110937_ln_domov_ape#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Až na pár posledních týdnů se velká část dětí v tomto pololetí učila od Vánoc z domova. Učitelé tak nyní znovu řeší, co jim napsat na vysvědčení. Mají své žáky hodnotit za to, jestli zvládnou napsat bez chyby diktát na vyjmenovaná slova, nebo za snahu a vytrvalost, i když v diktátu se chyba sem tam objeví? Jak si udělat pravdivý obrázek o tom, co všechno zvládly, a jak zařídit, aby klasifikace byla spravedlivá?","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
"‚Dvě dávky vakcíny by měly stačit.‘ Prymula popisuje nástroje, jak bojovat s nakažlivou mutací delta",https://www.lidovky.cz/domov/davky-by-se-mely-opet-priblizit-nejen-kvuli-boji-s-mutacemi-mysli-si-prymula.A210615_210303_ln_domov_ceh#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,Podle epidemiologa Romana Prymuly lze s mutací delta bojovat očkováním nebo se vrátit k restrikcím obyvatelstva.,"time.struct_time(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=9, tm_min=13, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
V Česku se dosud potvrdily desítky případů indické a jihoafrické varianty koronaviru,https://www.lidovky.cz/domov/v-cesku-se-dosud-potvrdilo-27-pripadu-indicke-a-59-jihoafricke-varianty-koronaviru.A210616_110041_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Státní zdravotní ústav (SZÚ) potvrdil dosud v Česku 27 případů indické, 59 případů jihoafrické varianty koronaviru a sedm nových případů brazilské varianty. Informoval o tom ve středu Radiožurnál. Od začátku roku bylo takzvaně sekvenováno 4200 vzorků pozitivních na covid-19, tedy byla přečtena genetická informace viru. Z nich 800 přibylo nově za červen.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=9, tm_min=6, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
"Úterní nárůst počtu lidí s covidem byl o dvě pětiny nižší než před týdnem, přibylo 213 případů",https://www.lidovky.cz/domov/uterni-narust-poctu-lidi-s-covidem-byl-o-dve-petiny-nizsi-nez-pred-tydnem-pribylo-213-pripadu.A210616_092354_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"V úterý přibylo v Česku 213 případů nemoci covid-19, což je zhruba o dvě pětiny méně než před týdnem. Počet pacientů s covidem-19 po pondělním nárůstu zase klesl, a dostal se tak znovu na nejnižší úroveň od konce loňského srpna. Vyplývá to z údajů na webu ministerstva zdravotnictví.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=8, tm_min=7, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
"U Poličky na Svitavsku se zřítilo rogalo. Nehodu nepřežili dva lidé, oznámila policie",https://www.lidovky.cz/domov/u-policky-na-svitavsku-se-zritilo-rogalo-nehodu-neprezili-dva-lide-oznamila-policie.A210616_072746_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,Dva muži zahynuli v úterý večer po pádu motorového rogala u Poličky na Svitavsku. Policisté to oznámili na twitteru. Okolnosti nehody vyšetřují. Případem se budou dále zabývat také odborníci na vyšetřování leteckých havárií.,"time.struct_time(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=5, tm_min=29, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Policie ČR,lidovky.cz
"Skryté nebezpečí dravé mutace delta pro Česko. Maskuje se jako nachlazení, jedna dávka vakcíny na ni nestačí",https://www.lidovky.cz/domov/prvni-davka-nestaci-delta-ji-obejde-nakazlivejsi-mutace-muze-zbrzdit-rozvolnovani.A210615_200705_ln_domov_ceh#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,Očkování je v současnosti v boji s covidem ta nejsilnější zbraň. Jenže s příchodem nových mutací jí trochu vlhne prach. Momentálně se do dalších a dalších zemí dobývá virová mutace objevená v Indii označovaná delta.,"time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=18, tm_min=52, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Michal Turek MAFRA,lidovky.cz
"Opakování testů na táborech nebude nutné, pokud budou mít všichni PCR test. Nereálné, zní z druhé strany",https://www.lidovky.cz/domov/opakovani-testu-na-taborech-nebude-nutne-pokud-budou-mit-vsichni-pcr-test-nerealne-zni-z-druhe-stran.A210615_173050_ln_domov_ceh#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Opakované testování na covid-19 na letních táborech nebude povinné za podmínky, že se před odjezdem na akci prokážou negativním PCR testem všichni účastníci. V případě, že někteří budou mít jen antigenní test, bude se muset testování všech na táboře opakovat každých sedm dní. Vyplývá to z opatření ministerstva zdravotnictví, které v pondělí schválila vláda.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=15, tm_min=34, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz
"Pět milionů eur denně. Česko žádá mastnou pokutu za těžbu v dole Turów, Poláci dostali čas na reakci",https://www.lidovky.cz/domov/pet-milionu-eur-za-kazdy-den-tezby-v-dole-turow-takovou-pokutu-si-cesko-zada-u-soudniho-dvoru-eu.A210615_154452_ln_domov_ceh#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Česká republika požádala Soudní dvůr Evropské unie, aby Polsku udělil pokutu ve výši pěti milionů eur (asi 127,3 milionu korun) za každý den, kdy bude pokračovat těžba v hnědouhelném dole Turów nedaleko hranic s Českem. Soud o tom informoval na svém twitterovém účtu.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=14, tm_min=52, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
Babiš kvůli nečekaně vysokému tlaku zrušil program. Podstoupil preventivní vyšetření,https://www.lidovky.cz/domov/premier-babis-absolvoval-preventivni-zdravotni-vysetreni-kvuli-nemu-zrusil-ucast-na-konferenci.A210615_155740_ln_domov_ceh#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Premiér Andrej Babiš (ANO) v úterý absolvoval preventivní zdravotní vyšetření, kvůli kterému v pondělí zrušil svou úterní účast na mezinárodní bezpečnostní konferenci Globsec v Bratislavě. Mluvčí úřadu vlády Vladimír Vořechovský řekl, že Babiš je nyní v úřadu a věnuje se běžné agendě.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=14, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
"Piráti podají žalobu na Babiše kvůli jeho výroku, že chtějí k lidem nastěhovat migranty",https://www.lidovky.cz/domov/pirati-podaji-zalobu-na-babise-kvuli-jeho-vyroku-ze-chteji-k-lidem-nastehovat-migranty.A210615_142917_ln_domov_litsp#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Piráti podají žalobu na premiéra Andreje Babiše (ANO) kvůli jeho výroku, že chtějí lidem zdaňovat přebytečné metry bytů a nastěhovat do domácností migranty.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=13, tm_min=7, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
"ANO zrušilo párování omluvených poslanců, stěžuje si opozice. Faltýnek postup vysvětlil vratkami ze Senátu",https://www.lidovky.cz/domov/ano-podle-opozice-zrusilo-parovani-omluvenych-poslancu-mimoradne-podpasove-reaguji-pirati.A210615_140307_ln_domov_litsp#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Hnutí ANO podle poslanců Pirátů a STAN zrušilo tzv. párování opozičních poslanců, kdy za omluveného zákonodárce nedorazí některý poslanec vládní strany, aby zůstal zachován poměr hlasů. Poslanec Mikuláš Ferjenčík (Piráti) to označil za mimořádně podpásové, spojuje to s chystaným hlasováním o učitelské novele.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=12, tm_min=42, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
"Majitele zdi v Praze, která se zřítila a usmrtila muže, potrestal soud podmínkami",https://www.lidovky.cz/domov/majitele-zdi-v-praze-jez-se-zritila-a-usmrtila-muze-potrestal-soud-podminkami.A210615_142758_ln_domov_lros#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Za obecné ohrožení z nedbalosti potrestal Obvodní soud pro Prahu 5 sedm lidí, kteří spoluvlastnili objekt, jehož část se v dubnu 2018 v pražské ulici Na Neklance zřítila a sutiny zavalily dvaačtyřicetiletého muže. Muž utrpěl devastující zranění, záchranáři mu už nedokázali pomoci. Obžalovaným soud uložil roční podmínky s odkladem na 2,5 roku, uvedla mluvčí Jana Humeni. Rozsudek není pravomocný.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=12, tm_min=27, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Hasiči Praha,lidovky.cz
VIDEO: RedBull uvedl reklamní spot s kontroverzní jízdou formule po Karlově mostě,https://www.lidovky.cz/domov/video-redbull-uvedl-reklamni-spot-s-kontroverzni-jizdou-formule-po-karlove-moste.A210615_141322_ln_domov_litsp#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Rakouská firma vyrábějící energetické nápoje RedBull v úterý uvedla reklamní spot, který obsahuje záběry z dubnového přejezdu formule po Karlově mostě, jenž vyvolal silné kontroverze u části české veřejnosti i politické reprezentace. Řada uživatelů sociálních sítí tehdy kritizovala pronajmutí význačné kulturní památky pro propagační účely nadnárodní společnosti a vedení pražské radnice později prohlásilo, že o chystaném průjezdu formule do poslední chvíle nevědělo.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=12, tm_min=24, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Youtube Red Bull Racing Honda,lidovky.cz
"Vášnivé diskuze o pražské kandidátce ČSSD. Ve hře jsou Maláčová, Ludvík i Matěj Stropnický",https://www.lidovky.cz/domov/povede-prazskou-kandidatku-cssd-malacova-za-zady-muze-mit-stropnickeho-a-ludvika.A210615_122008_ln_domov_lros#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Předsednictvo pražské ČSSD požádalo celostátní vedení strany, aby v čele kandidátky v hlavním městě v letošních sněmovních volbách byla ministryně práce a místopředsedkyně ČSSD Jana Maláčová. Informoval o tom předseda pražské sociální demokracie Petr Pavlík.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=11, tm_min=18, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
"Migrace se stává součástí kampaně, Babišův ‚nahnědlý‘ příspěvek je toho důkazem, říká populační geograf",https://www.lidovky.cz/domov/migrace-se-stava-soucasti-kampane-babisuv-nahnedly-prispevek-je-toho-dukazem-rika-populacni-geograf.A210615_103844_ln_domov_litsp#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Protimigrační rétorika je pro politiky v Evropě sázkou na jistotu, stále přináší voliče. „Česká republika je toho absolutně nejlepším příkladem,“ říká v rozhovoru populační geograf Robert Stojanov z Mendelovy univerzity v Brně.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=10, tm_min=27, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Reuters,lidovky.cz
"V pondělí přibylo v Česku 188 případů koronaviru, o třetinu méně než před týdnem",https://www.lidovky.cz/domov/v-pondeli-pribylo-v-cesku-188-pripadu-koronaviru-o-tretinu-mene-nez-pred-tydnem.A210615_092533_ln_domov_litsp#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"V pondělí přibylo v Česku 188 potvrzených případů nemoci covid-19, což je zhruba o třetinu méně než před týdnem. Vyplývá to z údajů na webu ministerstva zdravotnictví. Dále klesalo i takzvané incidenční číslo, tedy počet nakažených za uplynulý týden v přepočtu na každých 100 tisíc obyvatel. Tímto číslem se nyní vláda řídí při určování protiepidemických opatření. K dnešku činilo 12 případů, o den dříve 13. Očkováno bylo v pondělí 110 511 lidí, tedy zhruba o 4000 méně než předchozí pondělí.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=7, tm_min=59, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
"Volby vzkřísily téma uprchlické hrozby. S teplým počasím usnul covid, ale probraly se migrační trasy",https://www.lidovky.cz/domov/volby-vzkrisily-tema-uprchlicke-hrozby-stava-se-uhelnym-bodem-od-nehoz-se-vede-boj-o-lavirujici-voli.A210614_172522_ln_domov_vag#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Covidová hrůza v paměti Čechů bledne, ale volby pudí politiky, aby našli jiné vysoce emotivní téma. Oprášili prověřenou klasiku: migraci. Hnutí ANO padají preference, a tak premiér Andrej Babiš protkává svá slova národoveckými hrozbami, že pokud vyhrají Piráti, a ti zrovna žebříčkům vévodí, příval muslimských běženců vyzmizíkuje českou populaci.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Jerome Tubiana/Lékaři bez hranic,lidovky.cz
"Inspekce se v kauze Bečva nedopustila pochybení, uvedl ministr Brabec. Má vzniknout nová metodika vyšetřování",https://www.lidovky.cz/domov/inspekce-se-v-kauze-becva-nedopustila-pochybeni-uvedl-ministr-brabec-ma-vzniknout-nova-metodika-vyse.A210614_213211_ln_domov_ele#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Ministerstvo životního prostředí (MŽP) nenašlo žádné zásadní pochybení v postupu České inspekce životního prostředí (ČIŽP) po zářijové ekologické havárii na řece Bečvě. Ministr Richard Brabec (ANO) přesto uložil řediteli inspekce, aby dosavadní standardizované postupy při vyšetřování podobných havárií zapracoval do interních předpisů.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=19, tm_min=32, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz
Kulhánek po summitu: NATO je s námi solidární. Už nebude platit ‚o nás bez nás‘,https://www.lidovky.cz/domov/kulhanek-po-summitu-nato-je-s-nami-solidarni-uz-nebude-platit-o-nas-bez-nas.A210614_183727_ln_domov_rkj#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Americký prezident Joe Biden v pondělí na summitu NATO v Bruselu ukončil éru nalomených transatlantických vztahů z éry Donalda Trumpa. Spolupráci v alianci označil za kriticky důležitou. „Chci, aby celá Evropa věděla, že Spojené státy jsou tady,“ prohlásil Biden. Ujistil, že pakt o kolektivní obraně bere Washington absolutně vážně.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=17, tm_min=40, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,ČTK/AP,lidovky.cz
"Jedna dávka nestačí. Pokud se ‚poloočkovaní‘ setkají s nakaženým, budou muset do karantény",https://www.lidovky.cz/domov/jedna-davka-nestaci-pokud-se-poloockovani-setkaji-s-nakazenym-budou-muset-do-karanteny.A210614_173605_ln_domov_rkj#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Karanténa bude povinná po setkání s nakaženým koronavirem i pro lidi, kteří jsou očkovaní jednou dávkou vakcíny. Důvodem je podle ministra zdravotnictví Adama Vojtěcha (za ANO) riziko mutací, řekl v pondělí po jednání vlády. Pro plně očkované v současné době podle mimořádného opatření platí, že do karantény dva týdny po vakcinaci nemusí.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=17, tm_min=19, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz
Firma kancléře Mynáře obviněného z podvodu nemusí vracet šestimilionovou dotaci na dostavbu penzionu,https://www.lidovky.cz/domov/firma-kanclere-mynare-obvineneho-z-podvodu-nemusi-vracet-sestimilionovou-dotaci-na-dostavbu-penzionu.A210614_190654_ln_domov_ele#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Firma hradního kancléře Vratislava Mynáře nemusí vracet šestimilionovou dotaci na dostavbu penzionu v Osvětimanech na Uherskohradišťsku. Podle České televize (ČT) o tom rozhodlo ministerstvo financí a informaci zveřejnil ROP Střední Morava. Ministryně financí Alena Schillerová (za ANO) v pátek rozhodnutí nechtěla komentovat s tím, že neví žádné podrobnosti.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=17, tm_min=6, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
"Česko navrhlo podmínky, za kterých může Polsko rozšířit důl Turów. Může poškodit zdroje pitné vody",https://www.lidovky.cz/domov/cesko-navrhlo-podminky-za-kterych-muze-polsko-rozsirit-dul-turow-muze-poskodit-zdroje-pitne-vody.A210614_185638_ln_domov_ele#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Česko v pondělí do Polska odeslalo návrh mezivládní dohody o hnědouhelném dolu Turów. Na twitteru to uvedl ministr životního prostředí Richard Brabec (ANO). Smlouva obsahuje podmínky, jejichž plnění Česko po Polsku chce před i po případném stažení žaloby podané k Soudnímu dvoru EU. Ve čtvrtek začne jednání.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=16, tm_min=56, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Lidové noviny,lidovky.cz
Od 1. července se zmírní opatření. Budou i koncerty bez tance a bazény navýší kapacitu na 75 procent,https://www.lidovky.cz/domov/od-1-cervence-se-zmirni-opatreni-budou-i-koncerty-bez-tance-a-bazeny-navysi-kapacitu-na-75-procent.A210614_174505_ln_domov_ele#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Od 1. července bude moci v maloobchodu být jedna osoba na deset metrů čtverečních, zruší se také zákaz propagačních akcí. Aktuálně platí limit jednoho zákazníka na 15 metrů čtverečních. U služeb, jako jsou kadeřnictví, kosmetika, manikúra či masáže, se zruší podmínka, že budou moci být poskytovány v jeden okamžik pouze jednomu zákazníkovi.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=16, tm_min=20, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,ČTK/AP,lidovky.cz
"Tento týden budou po celém Česku tropy, v sobotu až 35 stupňů. Deště se možná dočkáme o víkendu",https://www.lidovky.cz/domov/tento-tyden-budou-po-celem-cesku-tropy-v-sobotu-az-35-stupnu-deste-se-mozna-dockame-o-vikendu.A210614_180443_ln_domov_ele#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Tento týden bude v Česku panovat tropické počasí, nejtepleji má být v sobotu, kdy teploměr může ukázat až 35 stupňů Celsia. Pršet má málo, ojedinělé srážky a bouřky zatím meteorologové předpovídají hlavně o víkendu.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=16, tm_min=4, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz
Soud: Při individuálním návratu ze zahraničí do Česka není možné vyžadovat test. Zrušil další opatření ministerstva,https://www.lidovky.cz/domov/na-cestu-z-letiste-svym-autem-lide-nepotrebuji-test-rozhodl-soud-opatreni-vidi-jako-omezovani-prav-c.A210614_162334_ln_domov_ele#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Pražský městský soud v pondělí zrušil část opatření ministerstva zdravotnictví, podle kterého je možné z některých zemí před návratem do České republiky individuální dopravou vyžadovat negativní test na covid-19. Pro návrat veřejnou dopravou povinnost zachoval. V tiskové zprávě to uvedl soudce Štěpán Výborný.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=16, tm_min=4, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz
"Metru D hrozí zpoždění, ministerstvo odložilo vydání stavebního povolení na neurčito",https://www.lidovky.cz/domov/metru-d-hrozi-zpozdeni-ministerstvo-odlozilo-vydani-stavebniho-povoleni-na-neurcito.A210614_172141_ln_domov_rkj#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Stavbě pražského metra D hrozí zpoždění zahájení výstavby. Ministerstvo dopravy (MDČR) totiž zrušilo v pátek vlastní rozhodnutí z loňského září, kterým odmítlo podjatost magistrátu při rozhodování o stavbě. Rozhodnutí odkládá vydání stavebního povolení na neurčito.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=15, tm_min=22, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,DPP,lidovky.cz
Zemanův spojenec získal vlivný post. Bývalý ministr a velvyslanec Podivínský je náměstkem Benešové,https://www.lidovky.cz/domov/zemanuv-spojenec-ziskal-vlivny-post-byvaly-ministr-a-velvyslanec-podivinsky-je-namestkem-benesove.A210614_124326_ln_domov_vag#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Jeho kariéra je poslední roky spjatá s prezidentem Milošem Zemanem. Právě ten ho jmenoval v roce 2013 do funkce ministra životního prostředí. Později díky Zemanovu souhlasu vycestoval na post českého velvyslance v Německu. Nejnověji Tomáš Podivínský usedl do křesla politického náměstka ministryně spravedlnosti Marie Benešové, která je v Zemanově poradním týmu.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=14, tm_hour=14, tm_min=14, tm_sec=0, tm_wday=0, tm_yday=165, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Slavomír Kubeš,lidovky.cz
"Američané netrpí iluzemi o Rusku, chtějí ale stabilní vztahy, říká velvyslanec při NATO Landovský",https://www.lidovky.cz/svet/americane-netrpi-iluzemi-o-rusku-chteji-ale-stabilni-vztahy-rika-velvyslanec-pri-nato-landovsky.A210616_094738_ln_zahranici_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_zahranici&utm_content=main,"Evropské turné amerického prezidenta Joea Bidena bude mít na programu schůzku s ruským protějškem Vladimirem Putinem v Ženevě. Jak upozornil český velvyslanec při NATO Jakub Landovský, který se účastnil pondělního aliančního jednání s Bidenovou delegací, Američané do jednání s Ruskem rozhodně nevstupují s přehnaným entuziasmem.","time.struct_time(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=8, tm_min=45, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",['Zprávy - Svět'],Zprávy ze světa,MAFRA,lidovky.cz
